file_path,isbeauty,skill
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_151.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_172.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_220.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_205.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_141.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_201.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_142.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_74.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_57.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_60.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_106.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_208.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_180.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_187.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_155.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_164.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_58.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_22.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_17.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_175.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_176.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_146.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_35.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_238.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_127.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_154.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_11.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_38.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_32.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_204.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_122.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_237.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_230.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_185.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_10.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_121.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_59.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_226.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_43.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_212.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_45.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_95.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_70.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_54.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_207.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_84.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_15.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_123.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_61.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_153.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_126.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_139.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_229.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_174.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_49.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_46.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_236.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_72.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_26.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_149.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_158.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_79.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_171.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_40.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_184.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_160.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_92.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_62.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_145.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_183.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_134.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_99.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_4.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_132.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_109.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_63.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_116.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_66.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_147.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_113.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_136.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_82.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_167.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_218.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_21.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_53.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_157.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_111.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_101.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_104.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_169.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_81.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_8.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_150.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_75.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_83.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_80.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_100.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_232.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_173.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_98.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_39.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_103.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_198.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_31.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_144.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_159.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_138.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_223.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_228.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_135.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_73.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_199.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_50.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_6.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_168.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_64.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_3.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_51.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_56.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_227.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_78.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_28.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_143.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_97.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_9.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_211.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_140.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_102.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_166.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_189.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_186.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_71.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_235.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_200.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_210.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_137.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_41.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_191.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_27.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_148.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_194.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_188.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_67.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_65.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_118.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_192.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_206.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_219.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_13.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_181.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_68.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_112.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_202.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_87.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_222.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_178.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_234.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_37.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_130.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_16.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_85.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_119.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_44.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_110.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_52.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_107.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_129.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_215.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_114.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_125.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_163.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_76.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_170.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_162.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_94.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/balayage/balayage_86.jpg,beauty,balayage
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_430.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_233.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_756.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_204.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_405.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_603.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_694.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_384.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_585.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_632.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_548.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_711.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_121.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_479.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_329.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_hair_554.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_379.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_723.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_389.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_378.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_534.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_639.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_428.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_118.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_583.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_271.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_730.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_198.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_398.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_239.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_465.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_557.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_609.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_720.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_737.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_772.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_116.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_675.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_626.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_270.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_621.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_2381.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_567.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_228.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_533.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_146.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_482.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_317.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_238.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_359.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_323.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/blonde_balyage_bridal.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_393.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_255.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_447.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_535.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_596.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_194.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_321.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal-hair_744.jpg,beauty,bridal_hair
/home/sumit/Documents/SEW/Dataset/pos/bridal_hair/bridal_178.jpg,beauty,bridal_hair
